mean_profile,sd_profile,excess_profile,skewness_profile,mean_curve,sd_curve,excess_curve,skewness_curve,target_class
132.796875,54.66393912,-0.014099261,-0.473939132999999,2.884615385,18.4501062,7.95448127899999,72.75201197,0
124.46875,44.77477273,0.028844727,0.151783758,1.745819398,20.09880962,11.4825735,130.5078893,0
126.3515625,53.43945023,-0.120530793,-0.457801413999999,2.28595317699999,14.16860383,9.530531603,120.6550092,0
113.5625,49.29229624,-0.089233459,-0.378080331,1.90050167199999,14.44899806,9.927803007,120.287636299999,0
89.9609375,45.06009916,0.69710048,0.9128628,2.034280936,15.26082034,9.965459227,116.5456637,0
135.921875,49.46646739,-0.146045492,-0.262287342,3.155518395,19.03379044,7.798379305,70.10828574,0
111.9453125,52.1713386,0.141903759,-0.146122207,2.077759197,12.88006706,10.49832058,152.5668829,0
122.2578125,43.94798881,0.189695415,0.337448374,7.373745819,32.4281549,4.786838745,23.70373228,0
128.84375,53.32952359,0.094572009,-0.313944642,2.284280936,13.45776698,9.566518633,128.1122634,0
123.5859375,43.75991447,0.323615273,0.565867778,6.503344482,32.44708822,5.10863519199999,25.48160592,0
97.03125,52.63434262,0.380965552,-0.00766735,1.897993311,17.63731496,9.845950404,101.0583184,0
114.9296875,49.95266253,0.347779802,0.593843995,1.923076923,17.91028654,11.24476246,136.9852245,0
130.453125,52.15165077,-0.282177201,-0.237630039,2.692307692,16.63177765,8.450150627,85.40319011,0
121.859375,42.182219,0.247988903,0.698647195,2.071906355,12.29867356,10.59097711,166.6081538,0
109.5703125,43.34287059,0.328823534,0.27181272,2.04347826099999,18.26559303,9.917365603,103.3325245,0
130.21875,54.42367613,0.045247414,-0.38096756,1.96321070199999,12.2611078999999,11.08196116,174.8879312,0
133.4921875,50.08196346,0.003224327,-0.341446113999999,2.579431438,15.80904693,8.953383483,100.7508169,0
138.6875,47.77138755,-0.325547113999999,0.278985166,1.730769231,12.88686647,11.59226111,172.894915,0
103.71875,47.88771657,0.430526387,0.437257539,2.734949833,18.6256238,9.016430945,92.07768882,0
116.5234375,45.33141241,0.137854934,0.420377185,0.856187290999999,12.44174601,16.17876367,276.3759874,0
101.4453125,52.10878174,0.458066887,-0.068505074,1.852842809,12.43451409,10.98479204,168.0331732,0
108.9375,46.51608425,0.265501744,-0.165093855,3.492474916,18.54338067,6.860690781,57.77839375,0
128.015625,52.79840557,-0.0305000679999999,-0.681718295,1.606187291,11.07844914,13.59181853,254.8289491,0
111.8828125,49.0039253999999,0.160642175,-0.100179094,3.361204013,18.66443598,7.279235451,61.86825188,0
149.0078125,53.06592246,-0.31595724,-0.118581169,5.561036789,24.56178722,5.40697055799999,33.00660382,0
106.96875,45.58970167,0.257192611,0.05567,2.596989967,14.46156679,8.977937292,108.6958598,0
125.9453125,43.5992597,0.303747682,0.366281225,1.612040134,14.84124424,11.31321521,146.0787101,0
81.3046875,35.7564589,0.81894401,2.96137571699999,3.241638796,17.86598116,7.088581396,63.70093706,0
99.421875,38.05148843,0.139083883,1.321676309,2.132943144,13.5783944,10.01307395,134.101531,0
89.4765625,34.63965503,0.663733049,3.678395596,3.591137124,22.50349408,7.702916825,64.84150878,0
114.234375,48.65880643,0.31214975,0.433843426,1.890468227,15.60739714,9.907923791,113.5430643,0
131.3828125,56.27362297,0.154838731,-0.307071073,2.174749164,15.99049878,9.846662808,112.4417049,0
93.3984375,34.87081961,0.655722286,2.870797141,3.25083612,17.58221845,7.68724423299999,73.16010369,0
123.875,56.12889741,0.022145822,-0.720544634,0.628762542,9.186709289,20.80439884,515.9031905,0
108.1796875,52.72547321,0.429204284,0.081977632,1.50167224099999,11.36558043,12.84814183,229.9192067,0
103.8828125,45.39559125,0.318747633,0.210613912,2.144648829,14.88203266,9.119670388,104.5334857,0
113.46875,46.20672595,0.296111921,0.131691518,3.68729097,17.63654439,6.69242179,57.86848204,0
123.8515625,56.27417395,0.286117959,-0.480313373,1.183946488,14.84190747,13.76942019,200.0968465,0
115.96875,51.5779049,-0.072119214,-0.181292445,11.21488294,42.8108323999999,3.878579733,14.00446874,0
100.578125,44.40766568,0.335259851999999,0.27627462,0.894648829,9.137866645,19.93203382,509.0165547,0
151.875,42.18689814,-0.352699205,0.830748769,6.826086957,29.52086482,4.647485967,22.20304685,0
94.3203125,43.99057669,0.613850257,1.10621927,14.76003344,53.8190649,3.389531859,9.560390894,0
96.3671875,40.12458549,0.631128974,1.536976197,1,10.9971111999999,15.2530466,284.5029225,0
130.6171875,49.32372672,0.032146852,-0.08480015,0.87458194,10.85928495,16.52931293,317.7306157,0
108.7890625,57.30478442,0.350768669,-0.474729301,7.77926421399999,35.31671946,4.810001572,22.97893959,0
130.265625,42.32398928,0.28816785,0.154343065,0.924749164,10.65345059,17.23772744,349.022186,0
127.328125,42.19358463,-0.290245914,0.504731551,2.740802676,15.46642844,8.39590413899999,91.59635199,0
123.640625,47.27623848,-0.178718976,0.017180457,2.199832776,18.14723414,9.817278966,106.350008199999,0
122.9765625,48.27710781,-0.02716033,-0.080097751,5.120401338,28.76348981,5.867339404,34.48427747,0
99.3359375,44.80047386,0.284175894,0.123703085999999,1.443979933,13.55359875,12.09677662,169.0629823,0
121.8125,50.40906881,0.057869381,-0.320360432,4.423913043,25.06943662,6.244941786,41.73527708,0
154.5859375,43.31705917,-0.40591893,0.283579631,1.940635452,18.10256881,10.57316948,118.3451551,0
121.5703125,54.28378608,0.195832981,-0.176090715,1.454013378,14.15863513,12.30267424,172.591159,0
141.0078125,53.26430208,-0.263595647,-0.163724159,88.63461538,81.96244412,-0.014682351,-1.75230970199999,0
134.6015625,40.19023899,-0.073834683,0.958882270999999,2.238294314,17.18391286,9.861973872,109.251406,0
139.453125,50.33619153,-0.308127186999999,-0.243798766,2.864548495,19.13934243,8.624925215,85.47588168,0
100.5,46.20352395,0.392734151,0.115250918,0.955685619,11.76869648,15.93731305,287.1954639,0
128.6171875,40.02013577,0.151034861,0.584781715,1.490802676,12.79053328,12.08400439,181.6371573,0
127.9296875,46.47011533,-0.142891041,-0.289301076,3.487458194,18.31539942,6.609194554,53.84111801,0
83.6796875,36.37928102,0.572531752999999,2.66461052,4.0409699,23.16912864,7.006681423,53.51400467,0
135.765625,47.55087479,0.100984357,-0.105084632,1.97993311,15.84016946,11.23317173,143.823153199999,0
137.5625,42.9535996,-0.075828897,0.121619474,1.739966555,12.66094149,11.31093528,169.9917998,0
113.265625,56.71619097,0.1083605,-0.491662982,33.07943144,69.56823035,1.797009606,1.53910382,0
112.859375,55.56214628,0.607270507999999,-0.165671202,4.056856187,25.02012791,7.214985762,54.16293888,0
109.4453125,38.0589199,0.302200592,1.107725397,14.81020067,43.70589909,3.061045832,8.690884812,0
113.3359375,51.01964654,0.455303582999999,0.096454656,3.526755853,18.0985813999999,6.864838127,58.26052225,0
142.6640625,43.98619765,0.159384036,0.32856355,2.532608696,19.69779473,8.957683022,85.05450313,0
109.640625,50.44640324,0.303375799,0.198140622,4.761705686,24.85249269,6.614463072,48.13194373,0
106.078125,48.71899806,0.527951396,0.334708363,1.673076923,11.3580071,13.17296737,241.0367219,0
120.1796875,55.82428257,0.15429173,-0.39825204,1.388795987,14.83555934,12.49239282,170.9073928,0
114.8359375,51.0576845,0.184721492,-0.033282975,0.5,9.599548833,22.83176506,550.5537747,0
92.078125,34.16860981,0.73476407,3.08953600399999,7.445652174,35.78392825,5.02021286399999,24.88111952,0
123.5546875,44.005825,0.169926461,0.474113122,4.938963211,26.65480662,5.884115287,36.25622653,0
137.765625,45.97697868,-0.185911656,0.233483644,1.871237458,12.35214125,11.59489828,183.1745319,0
134.6953125,58.84348395,0.139608223,-0.764310229,154.4966555,105.673872699999,-0.688237925,-1.42108595699999,0
109.0234375,41.88609272,0.152747914,0.708814660999999,2.834448161,16.30840984,8.195097994,83.40470878,0
115.4765625,50.04263258,0.298108716,0.033549407,9.469063545,33.57445497,3.670145653,13.08501143,0
129.0546875,50.14686378,0.041854979,-0.375044104,2.867892977,17.15420732,8.01456317,78.22859669,0
118.8828125,59.57802409,0.095876323,-0.702633542,3.19565217399999,23.17394991,8.038914835,67.44033055,0
123.9140625,42.06654463,0.253977042,0.319006163,2.60451505,16.24925868,8.822299536,95.20421814,0
117.15625,53.1206524,0.168471188,-0.093348544,1.90050167199999,12.04614732,11.00978326,179.4612234,0
125.171875,54.65018146,-0.119368448,-0.538899426,1.536789298,13.97296067,12.60819727,179.2937448,0
144.7109375,43.73770405,-0.258532031,0.08580109,2.135451505,14.24270208,10.53217108,141.1217023,0
135.25,44.22845521,0.117792186,0.284714868,2.408862876,13.92463788,8.996574851,113.601360299999,0
101.03125,41.84848741,0.424008236,0.905819515,1.258361204,14.71624493,12.7874928,172.5243213,0
119.65625,45.97833007,0.346986766,0.629663031,3.370401338,27.31543281,8.011788013,62.44816464,0
117.7578125,42.07893366,0.189544701,0.582189419,2.842809365,18.38383142,8.281765036,78.38587719,0
92.28125,42.97036361,0.599915852,1.198989355,0.851170569,11.99844988,16.87042838,310.717072999999,0
132.1484375,51.09994647,-0.089447443,-0.0189829,56.78511706,85.0518029,0.96479958,-0.859262020999999,0
99.1015625,39.73738791,0.584018176,1.526071034,2.83779264199999,17.63572622,8.82301218,91.82589998,0
119.3671875,44.37973057,0.326204686,0.638259748,3.350334448,23.65435697,8.213100597,72.67124783,0
